budget,id,original_language,original_title,popularity,production_companies,release_date,revenue,runtime,status,title,vote_average,vote_count,release_year,release_month,log_budget,log_revenue,is_english,log_vote_count,log_popularity,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Otro,Romance,Science_Fiction,TV_Movie,Thriller,War,Western,productoras_limpias,compania_principal,compania_principal_agrupadas2
60000000,3512,en,Under Siege 2: Dark Territory,13.080725,"Regency Enterprises, Warner Bros., Seagal/Nasso Productions, Victor Company of Japan (JVC), Cutting Edge Films",1995-07-13,104324083,100.0,Released,Under Siege 2: Dark Territory,5.6,210,1995.0,7.0,17.909855136853043,18.46301280414933,1,5.351858133476067,2.6448068408815284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Victor Company of Japan (JVC), Cutting Edge Films, Regency Enterprises, Warner Bros, Seagal/Nasso Productions",Regency Enterprises,Regency Enterprises
60000000,137094,en,Jack Ryan: Shadow Recruit,42.538258,"Paramount Pictures, Di Bonaventura Pictures, Mace Neufeld Productions, Skydance Productions, Etalon film, Buckaroo Entertainment",2014-01-15,50549107,105.0,Released,Jack Ryan: Shadow Recruit,5.9,1173,2014.0,1.0,17.909855136853043,17.73845585737991,1,7.068172000388042,3.7736400458190578,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Etalon film, Di Bonaventura Pictures, Mace Neufeld Productions, Buckaroo Entertainment, Skydance Productions, Paramount Pictures",Paramount Pictures,Paramount Pictures
60000000,274479,en,Joy,29.876507,"Fox 2000 Pictures, Davis Entertainment, Annapurna Pictures, TSG Entertainment",2015-12-24,101134059,124.0,Released,Joy,6.4,1581,2015.0,12.0,17.909855136853043,18.4319575214188,1,7.366445148327599,3.429995603473585,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Annapurna Pictures, Davis Entertainment, 20th Century Fox, TSG Entertainment",20th Century Fox,20th Century Fox
60000000,267860,en,London Has Fallen,61.849521,"Millennium Films, LHF Film, Gerard Butler Alan Siegel Entertainment, Nu Boyana Film Studios",2016-03-02,205754447,99.0,Released,London Has Fallen,5.8,1621,2016.0,3.0,17.909855136853043,19.142194015756793,1,7.3914152346753585,4.14074331368661,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Millennium Films, LHF Film, Nu Boyana Film Studios, Gerard Butler Alan Siegel Entertainment",Millennium Films,0_Otros
70000000,8078,en,Alien: Resurrection,37.44963,"Twentieth Century Fox Film Corporation, Brandywine Productions",1997-11-12,162000000,109.0,Released,Alien: Resurrection,5.9,1365,1997.0,11.0,18.064005814299346,18.903106899369497,1,7.2196420401307355,3.6493490730184868,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"20th Century Fox, Brandywine Productions",20th Century Fox,20th Century Fox
61000000,7485,en,Shooter,37.378081,"Paramount Pictures, Di Bonaventura Pictures, Grosvenor Park Impact Productions",2007-03-22,95696996,124.0,Released,Shooter,6.9,1462,2007.0,3.0,17.926384438531027,18.376697476620496,1,7.288244401020124,3.6474864893295122,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Di Bonaventura Pictures, Grosvenor Park Impact Productions, Paramount Pictures",Paramount Pictures,Paramount Pictures
60000000,170687,en,The Boxtrolls,30.656345,Laika Entertainment,2014-09-10,108255770,97.0,Released,The Boxtrolls,6.6,668,2014.0,9.0,17.909855136853043,18.50000723520414,1,6.505784060128229,3.454938602431621,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Laika Entertainment,Laika Entertainment,0_Otros
75000000,6435,en,Practical Magic,15.142701,"Village Roadshow Pictures, DiNovi Pictures, Fortis Films, Warner Bros., Stargate Studios",1998-10-16,46683377,104.0,Released,Practical Magic,6.3,338,1998.0,10.0,18.132998684833918,17.658898727802967,1,5.82600010738045,2.781467997043876,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"DiNovi Pictures, Fortis Films, Warner Bros, Stargate Studios, Village Roadshow Pictures",Village Roadshow Pictures,Village Roadshow Pictures
60000000,137106,en,The Lego Movie,59.547928,"Village Roadshow Pictures, DC Comics, Vertigo Entertainment, Lin Pictures, Warner Bros. Animation, LEGO, Warner Bros., Animal Logic, Warner Animation Group, RatPac-Dune Entertainment",2014-02-06,469160692,100.0,Released,The Lego Movie,7.5,3070,2014.0,2.0,17.909855136853043,19.96645589672451,1,8.029758520440822,4.103435249760416,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Animal Logic, Dune Entertainment, Warner Bros, LEGO, Village Roadshow Pictures, Vertigo Entertainment, DC Comics, Lin Pictures",Village Roadshow Pictures,Village Roadshow Pictures
0,10040,en,Miss Congeniality 2: Armed and Fabulous,19.998581,"Village Roadshow Pictures, Castle Rock Entertainment, Fortis Films",2005-03-11,0,115.0,Released,Miss Congeniality 2: Armed and Fabulous,5.3,425,2005.0,3.0,0.0,0.0,1,6.054439346269371,3.0444548640118,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Castle Rock Entertainment, Fortis Films, Village Roadshow Pictures",Village Roadshow Pictures,Village Roadshow Pictures
60000000,6278,en,Reign of Fire,27.615108,"The Zanuck Company, Spyglass Entertainment, World 2000 Entertainment, Touchstone Pictures, Tripod Entertainment",2002-07-12,43061982,101.0,Released,Reign of Fire,6.0,669,2002.0,7.0,17.909855136853043,17.578151100860566,1,6.507277712385012,3.3539348300982206,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Spyglass Entertainment, Touchstone Pictures, World 2000 Entertainment, Tripod Entertainment, The Zanuck Company",The Zanuck Company,0_Otros
60000000,82682,en,Gangster Squad,29.041198,"Village Roadshow Pictures, Lin Pictures, Warner Bros., Langley Park Production",2013-01-10,105200903,113.0,Released,Gangster Squad,6.2,1778,2013.0,1.0,17.909855136853043,18.471382451386855,1,7.483806687665835,3.4025697062605285,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Langley Park Production, Village Roadshow Pictures, Lin Pictures, Warner Bros",Village Roadshow Pictures,Village Roadshow Pictures
60000000,17610,en,Year One,25.293538,"Columbia Pictures, Ocean Pictures, Apatow Productions",2009-06-18,62357900,97.0,Released,Year One,4.6,524,2009.0,6.0,17.909855136853043,17.94840094219031,1,6.263398262591624,3.269323205571635,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apatow Productions, Sony Pictures, Ocean Pictures",Sony Pictures,Sony Pictures
60000000,22954,en,Invictus,23.85119,"Spyglass Entertainment, Malpaso Productions, Revelations Entertainment, Mace Neufeld Productions, Warner Bros., Liberty Pictures (II)",2009-12-10,122233971,134.0,Released,Invictus,7.0,1125,2009.0,12.0,17.909855136853043,18.62144756933934,1,7.026426808699636,3.21290563872002,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Spyglass Entertainment, Malpaso Productions, Liberty Pictures (II), Revelations Entertainment, Warner Bros, Mace Neufeld Productions",Spyglass Entertainment,0_Otros
60000000,16995,en,State of Play,21.685719,"Universal Pictures, StudioCanal, Andell Entertainment, Relativity Media, Working Title Films",2009-04-17,87784194,127.0,Released,State of Play,6.7,484,2009.0,4.0,17.909855136853043,18.29039203101183,1,6.184148890937483,3.1217356075662646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"StudioCanal, Relativity Media, Universal Pictures, Working Title Films, Andell Entertainment",Universal Pictures,Universal Pictures
78146652,16558,en,Duplicity,13.630049,"Universal Pictures, Laura Bickford Productions, Relativity Media, Medienproduktion Poseidon Filmgesellschaft",2009-03-19,60000000,125.0,Released,Duplicity,5.7,201,2009.0,3.0,18.174097786019544,17.909855136853043,1,5.308267697401205,2.6830775643087206,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Laura Bickford Productions, Universal Pictures, Relativity Media, Medienproduktion Poseidon Filmgesellschaft",Universal Pictures,Universal Pictures
65000000,9849,en,My Favorite Martian,6.80692,Walt Disney Pictures,1999-02-11,36850101,94.0,Released,My Favorite Martian,5.1,80,1999.0,2.0,17.989897843244528,17.422368944574078,1,4.394449154672439,2.055010519871612,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Disney,Disney,Disney
60000000,5820,en,The Sentinel,15.352807,"Twentieth Century Fox Film Corporation, Dune Entertainment, Major Studio Partners, Regency Enterprises, Epsilon Motion Pictures, New Regency Pictures, Sentinel Productions, Furthur Films",2006-04-19,77920346,108.0,Released,The Sentinel,5.8,225,2006.0,4.0,17.909855136853043,18.17119767057406,1,5.420534999272286,2.794399564564788,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"20th Century Fox, Dune Entertainment, Sentinel Productions, Regency Enterprises, Epsilon Motion Pictures, Furthur Films, Major Studio Partners, New Regency Pictures",20th Century Fox,20th Century Fox
70000000,16866,en,Planet 51,23.661071,"TriStar Pictures, Ilion Animation Studios, Hand Made Films",2009-11-19,104945765,91.0,Released,Planet 51,5.6,556,2009.0,11.0,18.064005814299346,18.46895426039663,1,6.322565239927284,3.2052259274500488,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Hand Made Films, Ilion Animation Studios, TriStar Pictures",TriStar Pictures,TriStar Pictures
60000000,201,en,Star Trek: Nemesis,21.605533,Paramount Pictures,2002-12-13,67312826,117.0,Released,Star Trek: Nemesis,6.1,479,2002.0,12.0,17.909855136853043,18.024861370807802,1,6.173786103901937,3.1181946993228276,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Paramount Pictures,Paramount Pictures,Paramount Pictures
60000000,11775,en,Intolerable Cruelty,22.620125,"Imagine Entertainment, Universal Pictures, Mike Zoss Productions, Alphaville Productions",2003-09-02,119940815,100.0,Released,Intolerable Cruelty,5.8,391,2003.0,9.0,17.909855136853043,18.602508979083197,1,5.971261839790462,3.1620991028805308,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Mike Zoss Productions, Alphaville Productions, Universal Pictures, Imagine Entertainment",Imagine Entertainment,Imagine Entertainment
0,87825,en,Trouble with the Curve,18.587114,"Malpaso Productions, Warner Bros.",2012-09-21,0,111.0,Released,Trouble with the Curve,6.6,366,2012.0,9.0,0.0,0.0,1,5.905361848054571,2.9748719010425275,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Malpaso Productions, Warner Bros",Malpaso Productions,0_Otros
80000000,12201,en,Edge of Darkness,24.657931,"Icon Productions, BBC Films, GK Films, Warner Bros.",2010-01-29,74901339,117.0,Released,Edge of Darkness,6.2,487,2010.0,1.0,18.197537205138154,18.13168233884811,1,6.1903154058531475,3.244852724603796,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"GK Films, BBC Films, Icon Productions, Warner Bros",Icon Productions,0_Otros
60000000,11015,en,The Relic,12.621769,"Paramount Pictures, Universal Pictures, Toho-Towa, Mutual Film Company, Pacific Western, PolyGram Filmed Entertainment, Marubeni, Tele München Fernseh Produktionsgesellschaft (TMG), British Broadcasting Corporation (BBC)",1997-01-10,33956608,110.0,Released,The Relic,5.8,130,1997.0,1.0,17.909855136853043,17.34059406165384,1,4.875197323201151,2.6116691748130587,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"Tele München Fernseh Produktionsgesellschaft (TMG), PolyGram Filmed Entertainment, Mutual Film Company, Toho-Towa, Pacific Western, Marubeni, Universal Pictures, British Broadcasting Corporation (BBC), Paramount Pictures",Paramount Pictures,Paramount Pictures
60000000,9932,en,Analyze That,21.08952,"Village Roadshow Pictures, NPV Entertainment, Warner Bros., Tribeca Productions, Baltimore Spring Creek Pictures, Face Productions",2002-12-06,55003135,96.0,Released,Analyze That,5.7,380,2002.0,12.0,17.909855136853043,17.82290075975309,1,5.942799375126701,3.0951032879066704,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Warner Bros, NPV Entertainment, Face Productions, Village Roadshow Pictures, Tribeca Productions, Baltimore Spring Creek Pictures",Village Roadshow Pictures,Village Roadshow Pictures
60000000,13389,en,Righteous Kill,18.380176,"Grosvenor Park Media Ltd., InVenture Entertainment, Millennium Films, Emmett/Furla Films, Nu-Image Films",2008-09-11,73174566,101.0,Released,Righteous Kill,5.9,375,2008.0,9.0,17.909855136853043,18.108358473203225,1,5.929589143389895,2.964250687948731,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Grosvenor Park Media Ltd., InVenture Entertainment, Emmett/Furla Films, Millennium Films, Nu-Image Films",Grosvenor Park Media Ltd.,0_Otros
60000000,8838,en,Mercury Rising,18.877795,"Imagine Entertainment, Universal Pictures",1998-04-03,0,111.0,Released,Mercury Rising,6.0,368,1998.0,4.0,17.909855136853043,0.0,1,5.910796644040527,2.989603279583892,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Universal Pictures, Imagine Entertainment",Imagine Entertainment,Imagine Entertainment
60000000,17332,en,The Soloist,17.299333,"DreamWorks, Universal Pictures, StudioCanal, Participant Media, Krasnoff Foster Productions, Working Title Films",2009-04-24,31720158,109.0,Released,The Soloist,6.6,234,2009.0,4.0,17.909855136853043,17.2724629673287,1,5.459585514144159,2.906864611095696,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"StudioCanal, Krasnoff Foster Productions, Participant Media, Universal Pictures, Working Title Films, DreamWorks Pictures",DreamWorks Pictures,DreamWorks Pictures
80000000,4958,en,The Legend of Bagger Vance,16.848899,"DreamWorks SKG, Twentieth Century Fox Film Corporation, Wildwood Enterprises, Epsilon Motion Pictures, Allied Filmmakers",2000-11-02,39459427,126.0,Released,The Legend of Bagger Vance,6.3,251,2000.0,11.0,18.197537205138154,17.49078356276184,1,5.529429087511423,2.8819418256510483,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Allied Filmmakers, 20th Century Fox, Epsilon Motion Pictures, Wildwood Enterprises, DreamWorks Pictures",DreamWorks Pictures,DreamWorks Pictures
60000000,786,en,Almost Famous,21.547446,"Columbia Pictures, Vinyl Films, DreamWorks Pictures",2000-09-15,47383689,122.0,Released,Almost Famous,7.4,797,2000.0,9.0,17.909855136853043,17.67378863462478,1,6.682108597449809,3.1156218001108513,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"DreamWorks Pictures, Sony Pictures, Vinyl Films",Sony Pictures,Sony Pictures
0,9513,en,Garfield: A Tail of Two Kitties,16.930969,"Twentieth Century Fox Film Corporation, Dune Entertainment, Davis Entertainment",2006-06-15,141702264,78.0,Released,Garfield: A Tail of Two Kitties,5.1,464,2006.0,6.0,0.0,18.7692386890074,1,6.142037405587356,2.886529329659254,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Davis Entertainment, 20th Century Fox, Dune Entertainment",20th Century Fox,20th Century Fox
60000000,11679,en,xXx: State of the Union,36.689223,"Original Film, Columbia Pictures Corporation, Revolution Studios",2005-04-27,71073932,101.0,Released,xXx: State of the Union,4.7,549,2005.0,4.0,17.909855136853043,18.07923120307771,1,6.309918278226516,3.62937419151865,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Original Film, Sony Pictures, Revolution Studios",Original Film,0_Otros
60000000,38321,en,Priest,28.350927,"Screen Gems, Stars Road Entertainment, Buckaroo Entertainment, Michael De Luca Productions, TOKYOPOP",2011-05-05,78309131,87.0,Released,Priest,5.4,692,2011.0,5.0,17.909855136853043,18.176174782512966,1,6.541029999189903,3.3793241301024177,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,"Screen Gems, TOKYOPOP, Buckaroo Entertainment, Stars Road Entertainment, Michael De Luca Productions",Screen Gems,0_Otros
60000000,14411,en,Sinbad: Legend of the Seven Seas,18.815442,DreamWorks Animation,2003-07-02,26288320,86.0,Released,Sinbad: Legend of the Seven Seas,6.6,372,2003.0,7.0,17.909855136853043,17.08463533007934,1,5.921578419643816,2.9864615327272013,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DreamWorks Pictures,DreamWorks Pictures,DreamWorks Pictures
60000000,8413,en,Event Horizon,29.787135,"Paramount Pictures, Impact Pictures, Golar Productions",1997-08-15,26673242,96.0,Released,Event Horizon,6.5,742,1997.0,8.0,17.909855136853043,17.099171486066183,1,6.610696044717759,3.4270969079155598,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"Golar Productions, Impact Pictures, Paramount Pictures",Paramount Pictures,Paramount Pictures
60000000,10052,en,Dragonfly,8.927137,"Universal Pictures, Spyglass Entertainment, Shady Acres Entertainment, Gran Via Productions, Kalima Productions GmbH & Co. KG, NDE Productions",2002-02-22,52322400,104.0,Released,Dragonfly,6.1,204,2002.0,2.0,17.909855136853043,17.772935154733055,1,5.3230099791384085,2.295272118257797,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gran Via Productions, Spyglass Entertainment, NDE Productions, Shady Acres Entertainment, Universal Pictures, Kalima Productions GmbH & Co. KG",Universal Pictures,Universal Pictures
50000000,9676,en,The Black Dahlia,15.213484,"Universal Pictures, Davis-Films, Signature Pictures, Linson Entertainment, Art Linson Productions, Millennium Films, Equity Pictures Medienfonds GmbH & Co. KG III, Nu Image Entertainment GmbH",2006-09-15,49111202,121.0,Released,The Black Dahlia,5.7,287,2006.0,9.0,17.72753358339242,17.709597733744726,1,5.662960480135946,2.7858432417097823,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Davis-Films, Art Linson Productions, Universal Pictures, Millennium Films, Nu Image Entertainment GmbH, Equity Pictures Medienfonds GmbH & Co. KG III, Signature Pictures, Linson Entertainment",Universal Pictures,Universal Pictures
60000000,9664,en,Flyboys,13.155999,"Ingenious Film Partners, Electric Entertainment, Skydance Productions, Flyboys Films",2006-09-22,17800000,140.0,Released,Flyboys,6.3,271,2006.0,9.0,17.909855136853043,16.694709071442087,1,5.605802066295998,2.6501384918417905,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,"Skydance Productions, Flyboys Films, Electric Entertainment, Ingenious Film Partners",Ingenious Film Partners,Ingenious Film Partners
72000000,2100,en,The Last Castle,15.433244,DreamWorks SKG,2001-10-19,27642707,131.0,Released,The Last Castle,7.0,285,2001.0,10.0,18.09217669086922,17.134872526015407,1,5.655991810819852,2.7993063562602827,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DreamWorks Pictures,DreamWorks Pictures,DreamWorks Pictures
90000000,10384,en,Supernova,5.762037,"United Artists, Metro-Goldwyn-Mayer (MGM), Hammerhead Productions, Screenland Pictures",2000-01-14,14828081,91.0,Released,Supernova,4.9,109,2000.0,1.0,18.31532023940565,16.5120333733157,1,4.700480365792417,1.9113241760246433,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,"Hammerhead Productions, Metro-Goldwyn-Mayer (MGM), United Artists, Screenland Pictures",United Artists,United Artists
60000000,137321,en,Winter's Tale,22.736038,"Village Roadshow Pictures, Weed Road Pictures, Warner Bros.",2014-02-13,30800231,118.0,Released,Winter's Tale,6.0,487,2014.0,2.0,17.909855136853043,17.243032780382965,1,6.1903154058531475,3.1669944839309534,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,"Warner Bros, Village Roadshow Pictures, Weed Road Pictures",Village Roadshow Pictures,Village Roadshow Pictures
60000000,123553,en,The Mortal Instruments: City of Bones,45.514031,"Constantin Film Produktion, Don Carmody Productions, Unique Features, Mr. Smith Productions",2013-08-21,90565421,130.0,Released,The Mortal Instruments: City of Bones,6.2,1602,2013.0,8.0,17.909855136853043,18.32158304253502,1,7.3796321526095525,3.8397540090138524,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,"Mr. Smith Productions, Constantin Film Produktion, Unique Features, Don Carmody Productions",Constantin Film Produktion,0_Otros
60000000,11260,en,Meet Dave,18.676291,"Twentieth Century Fox Film Corporation, Dune Entertainment, Regency Enterprises, Guy Walks into a Bar Productions, Deep River Productions, Friendly Films (II)",2008-07-08,50650079,90.0,Released,Meet Dave,5.0,371,2008.0,7.0,17.909855136853043,17.74045136812465,1,5.918893854273146,2.9794144084151086,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"20th Century Fox, Dune Entertainment, Regency Enterprises, Friendly Films (II), Deep River Productions, Guy Walks into a Bar Productions",20th Century Fox,20th Century Fox
30000000,9009,en,Dark Water,14.376463,"Vertigo Entertainment, Touchstone Pictures, Post No Bills Films, Pandemonium Productions",2005-06-27,25473093,105.0,Released,Dark Water,5.3,274,2005.0,6.0,17.216707972959764,17.053133315824564,1,5.616771097666572,2.732837963637227,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Pandemonium Productions, Post No Bills Films, Touchstone Pictures, Vertigo Entertainment",Vertigo Entertainment,0_Otros
80000000,11374,en,Edtv,14.298297,"Imagine Entertainment, Universal Pictures",1999-03-26,0,122.0,Released,Edtv,5.7,166,1999.0,3.0,18.197537205138154,0.0,1,5.117993812416755,2.7277415150137423,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Universal Pictures, Imagine Entertainment",Imagine Entertainment,Imagine Entertainment
60000000,2309,en,Inkheart,27.018886,"New Line Cinema, Internationale Filmproduktion Blackbird Erste",2008-12-11,57490374,106.0,Released,Inkheart,6.0,592,2008.0,12.0,17.909855136853043,17.867128100451744,1,6.385194398997726,3.332878782802315,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"New Line Cinema, Internationale Filmproduktion Blackbird Erste",New Line Cinema,New Line Cinema
60000000,8285,en,The Spirit,14.84856,"DC Comics, Lionsgate, Odd Lot Entertainment, Media Magik Entertainment, Dark Lot Entertainment, Continental Entertainment Group (CEG)",2008-12-25,39031337,103.0,Released,The Spirit,4.7,320,2008.0,12.0,17.909855136853043,17.47987541989127,1,5.771441123130016,2.763078644461005,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Dark Lot Entertainment, Media Magik Entertainment, Lionsgate, Odd Lot Entertainment, Continental Entertainment Group (CEG), DC Comics",DC Comics,0_Otros
60000000,210860,en,Mortdecai,52.417529,"Lionsgate, Mad Chance, OddLot Entertainment, Huayi Brothers Media",2015-01-21,30418560,106.0,Released,Mortdecai,5.4,1055,2015.0,1.0,17.909855136853043,17.230563539271536,1,6.962243464266207,3.9781389505281055,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Huayi Brothers Media, OddLot Entertainment, Lionsgate, Mad Chance",Lionsgate,Lionsgate
60000000,2312,en,In the Name of the King: A Dungeon Siege Tale,15.406173,"Boll Kino Beteiligungs GmbH & Co. KG, Brightlight Pictures, Herold Productions",2007-11-29,0,127.0,Released,In the Name of the King: A Dungeon Siege Tale,4.1,224,2007.0,11.0,17.909855136853043,0.0,1,5.41610040220442,2.79765766644755,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Brightlight Pictures, Boll Kino Beteiligungs GmbH & Co. KG, Herold Productions",Boll Kino Beteiligungs GmbH & Co. KG,0_Otros
35000000,9839,en,Beyond Borders,6.523472,"Mandalay Pictures, CP Medien AG, Camelot Pictures, Networxx - Film Management, Mel's Cite du Cinema",2003-10-23,0,127.0,Released,Beyond Borders,6.7,110,2003.0,10.0,17.370858648025116,0.0,1,4.709530201312334,2.0180277335377763,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"CP Medien AG, Camelot Pictures, Mandalay Pictures, Mel's Cite du Cinema, Networxx - Film Management",Mandalay Pictures,0_Otros
68490000,381902,zh,西游记之孙悟空三打白骨精,4.72629,Filmko Pictures,2016-01-22,193677158,120.0,Released,The Monkey King 2,6.0,24,2016.0,1.0,18.04219832177476,19.08170320196109,0,3.2188758248682006,1.7450678515687896,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Filmko Pictures,Filmko Pictures,0_Otros
80000000,13922,en,The Great Raid,8.923215,"Lawrence Bender Productions, Marty Katz Productions",2005-08-12,10166502,132.0,Released,The Great Raid,6.8,91,2005.0,8.0,18.197537205138154,16.134608854419294,1,4.5217885770490405,2.2948769615320086,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"Marty Katz Productions, Lawrence Bender Productions",Lawrence Bender Productions,0_Otros
58000000,293660,en,Deadpool,514.569956,"Twentieth Century Fox Film Corporation, Marvel Entertainment, The Donners' Company, TSG Entertainment, Kinberg Genre",2016-02-09,783112979,108.0,Released,Deadpool,7.4,10995,2016.0,2.0,17.87595358575207,20.478787534733844,1,9.305286849285137,6.245272999390545,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Donners' Company, Kinberg Genre, 20th Century Fox, Marvel Studios, TSG Entertainment",20th Century Fox,20th Century Fox
60000000,9713,en,Holy Man,9.265672,"Caravan Pictures, Touchstone Pictures",1998-10-08,0,114.0,Released,Holy Man,4.9,111,1998.0,10.0,17.909855136853043,0.0,1,4.718498871295094,2.328805513501064,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Caravan Pictures, Touchstone Pictures",Caravan Pictures,0_Otros
58800000,190859,en,American Sniper,87.53437,"Village Roadshow Pictures, Malpaso Productions, Warner Bros., RatPac-Dune Entertainment, Mad Chance Productions, 22 & Indiana Pictures",2014-12-11,542307423,133.0,Released,American Sniper,7.4,4469,2014.0,12.0,17.889652429875657,20.111343601557156,1,8.405143687607614,4.483390838202965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Dune Entertainment, Malpaso Productions, Mad Chance Productions, Warner Bros, 22 & Indiana Pictures, Village Roadshow Pictures",Village Roadshow Pictures,Village Roadshow Pictures
58000000,257445,en,Goosebumps,45.351617,"Columbia Pictures, Village Roadshow Pictures, Original Film, Sony Pictures Animation, Sony Pictures Entertainment (SPE), Scholastic Entertainment, LStar Capital",2015-08-05,158162788,103.0,Released,Goosebumps,6.2,995,2015.0,8.0,17.87595358575207,18.879135370712635,1,6.903747257584598,3.836256178134728,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"LStar Capital, Sony Pictures, Village Roadshow Pictures, Original Film, Scholastic Entertainment",Sony Pictures,Sony Pictures
58000000,9007,en,Just Like Heaven,13.43573,"DreamWorks SKG, UIP, MacDonald/Parkes Productions",2005-09-16,102854431,95.0,Released,Just Like Heaven,6.5,579,2005.0,9.0,17.87595358575207,18.448825265016193,1,6.363028103540465,2.669706383363739,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"MacDonald/Parkes Productions, DreamWorks Pictures, UIP",DreamWorks Pictures,DreamWorks Pictures
